Title,Score,Vote,Ranked,Popularity,Episodes,Status,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating
Mahou Shoujo Lyrical Nanoha: The Movie 1stMagical Girl Lyrical Nanoha: The Movie 1st,7.87,15227,815,3915,1,Finished Airing,"Jan 23, 2010",,['Aniplex'],"None found, add some",Seven Arcs,Original,2 hr. 10 min.,R+ - Mild Nudity
Mignon,7.87,5465,816,5006,12,Finished Airing,"Aug 11, 2023",,['add some'],"None found, add some",ABJ COMPANY,Original,5 min. per ep.,R+ - Mild Nudity
Musekinin Kanchou TylorThe Irresponsible Captain Tylor,7.87,16105,817,3059,26,Finished Airing,"Jan 25, 1993 to Jul 19, 1993",Winter 1993,"['VAP', 'Big West', 'King Records', 'Media Rings', 'TV Setouchi']",Nozomi Entertainment,Tatsunoko Production,Light novel,23 min. per ep.,PG-13 - Teens 13 or older
"Natsu e no Tunnel, Sayonara no DeguchiThe Tunnel to Summer, the Exit of Goodbyes",7.87,38234,818,1747,1,Finished Airing,"Sep 9, 2022",,"['Pony Canyon', 'Studio Mausu']",Sentai Filmworks,CLAP,Light novel,1 hr. 22 min.,PG-13 - Teens 13 or older
One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no DaiboukenOne Piece: Episode of East Blue - Luffy and His Four Crewmates' Great Adventure,7.87,21450,819,3408,1,Finished Airing,"Aug 26, 2017",,['add some'],Funimation,Toei Animation,Manga,1 hr. 46 min.,PG-13 - Teens 13 or older
Ookami to Koushinryou II: Ookami to Kohakuiro no YuuutsuSpice and Wolf II: The Wolf and the Amber Melancholy,7.87,91226,820,1361,1,Finished Airing,"Apr 30, 2009",,['add some'],Funimation,"Brain's Base,       Marvy Jack",Light novel,23 min.,PG-13 - Teens 13 or older
Osomatsu-san MovieMr. Osomatsu the Movie,7.87,6211,821,5324,1,Finished Airing,"Mar 15, 2019",,['Shochiku'],"None found, add some",Pierrot,Manga,1 hr. 48 min.,R - 17+ (violence & profanity)
Quanzhi GaoshouThe King's Avatar,7.87,173845,822,626,12,Finished Airing,"Apr 7, 2017 to Jun 16, 2017",,"['bilibili', 'Tencent Penguin Pictures', 'China Literature Limited']","None found, add some",B.CMAY PICTURES,Novel,23 min. per ep.,PG-13 - Teens 13 or older
Lupin the IIIrd: Chikemuri no Ishikawa GoemonLupin the Third: Goemon's Blood Spray,7.86,16053,823,3459,1,Finished Airing,"Feb 4, 2017",,"['TMS Entertainment', 'TMS Music']",Discotek Media,Telecom Animation Film,Manga,53 min.,R+ - Mild Nudity
Magic Kaito 1412,7.86,56901,824,1737,24,Finished Airing,"Oct 4, 2014 to Mar 28, 2015",Fall 2014,"['Aniplex', 'Yomiuri Telecasting', 'DAX Production']","None found, add some",A-1 Pictures,Manga,24 min. per ep.,PG-13 - Teens 13 or older
Mahoutsukai no Yome Season 2 Part 2The Ancient Magus' Bride Season 2 Part 2,7.86,21017,825,2466,12,Finished Airing,"Oct 5, 2023 to Dec 21, 2023",Fall 2023,"['flying DOG', 'bilibili', 'Mag Garden', 'Chiptune', 'Twin Engine']","None found, add some",Studio Kafka,Manga,24 min. per ep.,PG-13 - Teens 13 or older
Meitantei Conan Movie 01: Tokei Jikake no MatenrouCase Closed The Movie: The Time Bombed Skyscraper,7.86,44307,826,2498,1,Finished Airing,"Apr 19, 1997",,"['Shogakukan-Shueisha Productions', 'YTV']",Funimation,TMS Entertainment,Manga,1 hr. 34 min.,PG-13 - Teens 13 or older
New Initial D Movie: Legend 3 - MugenInitial D Legend 3: Dream,7.86,12692,827,4140,1,Finished Airing,"Feb 6, 2016",,"['Shochiku', 'Kodansha', 'Ultra Super Pictures', 'Avex Pictures']",Sentai Filmworks,"SANZIGEN,       LIDENFILMS",Manga,1 hr.,PG-13 - Teens 13 or older
Non Non Biyori Repeat: Hotaru ga TanoshindaNon Non Biyori Repeat: Hotaru Had Fun,7.86,24778,828,3061,1,Finished Airing,"Sep 23, 2016",,['add some'],"None found, add some",SILVER LINK.,Manga,24 min.,PG-13 - Teens 13 or older
Paradise Kiss,7.86,96499,829,1060,12,Finished Airing,"Oct 14, 2005 to Dec 30, 2005",Fall 2005,"['Aniplex', 'Dentsu', 'Fuji TV', 'Shodensha']",Geneon Entertainment USA,Madhouse,Manga,24 min. per ep.,R - 17+ (violence & profanity)
"Sayonara Zetsubou SenseiSayonara, Zetsubou-Sensei",7.86,127184,830,673,12,Finished Airing,"Jul 8, 2007 to Sep 23, 2007",Summer 2007,"['Starchild Records', 'Omnibus Japan']","Nozomi Entertainment,       Media Blasters",Shaft,Manga,24 min. per ep.,R - 17+ (violence & profanity)
Seishun Buta Yarou wa Randoseru Girl no Yume wo MinaiRascal Does Not Dream of a Knapsack Kid,7.85,1078,857,2688,1,Finished Airing,"Dec 1, 2023",,['Aniplex'],"None found, add some",CloverWorks,Light novel,1 hr. 15 min.,PG-13 - Teens 13 or older
Sekaiichi Hatsukoi OVA,7.86,37094,831,2514,2,Finished Airing,"Mar 22, 2011 to Sep 27, 2011",,['Kadokawa Shoten'],Funimation,Studio Deen,Manga,21 min. per ep.,PG-13 - Teens 13 or older
Shingeki no Kyojin Season 2 Movie: Kakusei no HoukouAttack on Titan: The Roar of Awakening,7.86,21731,832,2539,1,Finished Airing,"Jan 13, 2018",,"['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Pony Canyon Enterprises']",Funimation,Wit Studio,Manga,2 hr.,R - 17+ (violence & profanity)
5-toubun no Hanayome MovieThe Quintessential Quintuplets Movie,7.86,100274,833,1032,1,Finished Airing,"May 20, 2022",,"['Pony Canyon', 'Kodansha', 'Nichion']",Crunchyroll,Bibury Animation Studios,Manga,2 hr. 16 min.,PG-13 - Teens 13 or older
Carole & Tuesday,7.86,142261,834,719,24,Finished Airing,"Apr 11, 2019 to Oct 3, 2019",Spring 2019,"['Fuji TV', 'flying DOG', 'BS Fuji', 'Hakuhodo DY Music & Pictures', 'Hakuhodo DY Media Partners']",Sentai Filmworks,Bones,Original,22 min. per ep.,PG-13 - Teens 13 or older
Cike Wu LiuqiScissor Seven,7.86,49861,835,2024,10,Finished Airing,"Apr 25, 2018 to Jun 20, 2018",,['add some'],"None found, add some","Sharefun Studio,       AHA Entertainment",Original,14 min. per ep.,PG-13 - Teens 13 or older
Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,7.86,5428,836,6265,1,Finished Airing,"Apr 21, 2001",,"['TV Asahi', 'Asatsu DK']","None found, add some",Shin-Ei Animation,Manga,1 hr. 29 min.,G - All Ages
Douluo Dalu,7.86,11384,837,4088,26,Finished Airing,"Jan 20, 2018 to Jul 14, 2018",,['Tencent Penguin Pictures'],"None found, add some",Sparkly Key Animation Studio,Novel,20 min. per ep.,PG-13 - Teens 13 or older
High☆Speed! Movie: Free! Starting DaysFree! Starting Days,7.86,42099,838,2138,1,Finished Airing,"Dec 5, 2015",,"['Shochiku', 'Asahi Broadcasting', 'I Will']",Funimation,Kyoto Animation,Light novel,1 hr. 50 min.,PG-13 - Teens 13 or older
Ie Naki KoNobody's Boy Remi,7.86,4904,839,5242,51,Finished Airing,"Oct 2, 1977 to Oct 1, 1978",Fall 1977,['ImaginAsian Entertainment'],"None found, add some","Madhouse,       TMS Entertainment",Novel,24 min. per ep.,G - All Ages
InuYasha,7.86,386131,840,234,167,Finished Airing,"Oct 16, 2000 to Sep 13, 2004",Fall 2000,"['Kyoto Animation', 'Shogakukan-Shueisha Productions', 'Yomiuri Telecasting']",VIZ Media,Sunrise,Manga,24 min. per ep.,PG-13 - Teens 13 or older
K-On!,7.86,567077,841,143,13,Finished Airing,"Apr 3, 2009 to Jun 26, 2009",Spring 2009,"['Pony Canyon', 'TBS', 'Movic', 'Rakuonsha', 'Animation Do']","Bandai Entertainment,       Sentai Filmworks",Kyoto Animation,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older
Tokyo Revengers: Tenjiku-hen,7.86,47144,842,1483,13,Finished Airing,"Oct 4, 2023 to Dec 27, 2023",Fall 2023,"['Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'AT-X', 'Ultra Super Pictures', 'Studio Mausu', 'Sammy']","None found, add some",LIDENFILMS,Manga,23 min. per ep.,R - 17+ (violence & profanity)
Top wo Nerae! GunbusterGunbuster,7.86,52600,843,1718,6,Finished Airing,"Oct 7, 1988 to Jul 7, 1989",,"['Studio Fantasia', 'Tohokushinsha Film Corporation']","Discotek Media,       Manga Entertainment,       Bandai Visual USA",Gainax,Original,30 min. per ep.,R+ - Mild Nudity
Umibe no ÉtrangerThe Stranger by the Shore,7.86,83475,844,1350,1,Finished Airing,"Sep 11, 2020",,"['Shochiku', 'Half H.P Studio', 'Blue Lynx']",Funimation,Studio Hibari,Manga,58 min.,R+ - Mild Nudity
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu eClassroom of the Elite,7.86,766585,845,110,12,Finished Airing,"Jul 12, 2017 to Sep 27, 2017",Summer 2017,"['Studio Hibari', 'Lantis', 'AT-X', 'Sony Music Communications', 'Toranoana', 'Crunchyroll', 'Kadokawa Media House', 'Kadokawa', 'AKABEiSOFT2']",Funimation,Lerche,Light novel,24 min. per ep.,PG-13 - Teens 13 or older
Tennis no OujisamaThe Prince of Tennis,7.85,83385,846,1283,178,Finished Airing,"Oct 10, 2001 to Mar 23, 2005",Fall 2001,"['Production I.G', 'Nihon Ad Systems']","Funimation,       VIZ Media",Trans Arts,Manga,22 min. per ep.,PG-13 - Teens 13 or older
Tiger & Bunny,7.85,90754,847,1047,25,Finished Airing,"Apr 3, 2011 to Sep 18, 2011",Spring 2011,"['Bandai Visual', 'Mainichi Broadcasting System', 'Tohokushinsha Film Corporation']",VIZ Media,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older
Uma Musume: Pretty Derby - Road to the Top,7.85,4773,848,6016,4,Finished Airing,"Apr 16, 2023 to May 7, 2023",,['add some'],"None found, add some",CygamesPictures,Game,25 min. per ep.,PG-13 - Teens 13 or older
Yi Nian Yong Heng: Chuan Cheng PianA Will Eternal 2nd Season,7.85,1540,849,7811,54,Finished Airing,"Jul 20, 2022 to Jul 12, 2023",,['Tencent Penguin Pictures'],"None found, add some",B.CMAY PICTURES,Novel,19 min. per ep.,PG-13 - Teens 13 or older
Yuru Yuri Nachuyachumi!,7.85,38613,850,2460,1,Finished Airing,"Feb 18, 2015",,"['Sotsu', 'Pony Canyon']","None found, add some",TYO Animations,Manga,1 hr. 3 min.,PG-13 - Teens 13 or older
Lupin III vs. Meitantei Conan: The MovieLupin III vs. Detective Conan: The Movie,7.85,16687,851,3840,1,Finished Airing,"Dec 7, 2013",,['add some'],Discotek Media,TMS Entertainment,Manga,1 hr. 48 min.,G - All Ages
Meitantei Conan Movie 22: Zero no ShikkouninCase Closed Movie 22: Zero the Enforcer,7.85,16235,852,3960,1,Finished Airing,"Apr 13, 2018",,"['Yomiuri Telecasting', 'TOHO', 'Nippon Television Network', 'Shogakukan']",Discotek Media,TMS Entertainment,Manga,1 hr. 50 min.,PG-13 - Teens 13 or older
Meitantei Conan Movie 23: Konjou no FistCase Closed Movie 23: The Fist of Blue Sapphire,7.85,15458,853,4048,1,Finished Airing,"Apr 12, 2019",,"['Shogakukan-Shueisha Productions', 'Yomiuri Telecasting', 'Nippon Television Network']",Discotek Media,TMS Entertainment,Manga,1 hr. 49 min.,PG-13 - Teens 13 or older
Noragami Aragoto OVA,7.85,136841,854,914,2,Finished Airing,"Nov 17, 2015 to Mar 17, 2016",,['add some'],"None found, add some",Bones,Manga,23 min. per ep.,PG-13 - Teens 13 or older
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono ChikaiOne Piece 3D2Y: Overcoming Ace's Death! Luffy's Pledge to His Friends,7.85,54894,855,2144,1,Finished Airing,"Aug 30, 2014",,['add some'],Funimation,Toei Animation,Manga,1 hr. 47 min.,PG-13 - Teens 13 or older
Oniisama e...Dear Brother,7.85,10157,856,3155,39,Finished Airing,"Jul 14, 1991 to May 31, 1992",Summer 1991,['NHK'],Discotek Media,Tezuka Productions,Manga,25 min. per ep.,PG-13 - Teens 13 or older
Seitokai Yakuindomo* OVA,7.85,32538,858,2357,10,Finished Airing,"May 16, 2014 to Sep 17, 2020",,['Starchild Records'],"None found, add some",GoHands,4-koma manga,25 min. per ep.,R - 17+ (violence & profanity)
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,7.85,31824,859,2606,1,Finished Airing,"Mar 15, 2014",,['Kadokawa Shoten'],"None found, add some",Studio Deen,Light novel,50 min.,PG-13 - Teens 13 or older
Beelzebub,7.85,278330,860,357,60,Finished Airing,"Jan 9, 2011 to Mar 25, 2012",Winter 2011,"['Pierrot', 'Dentsu', 'Yomiuri Telecasting', 'Shueisha']",Discotek Media,Pierrot Plus,Manga,24 min. per ep.,PG-13 - Teens 13 or older
Dance Dance Danseur,7.85,32332,861,2302,11,Finished Airing,"Apr 9, 2022 to Jun 18, 2022",Spring 2022,"['Mainichi Broadcasting System', 'Shogakukan', 'dugout', 'DMM Music', 'Creek']","None found, add some",MAPPA,Manga,23 min. per ep.,PG-13 - Teens 13 or older
Durarara!! Specials,7.85,93540,862,1367,2,Finished Airing,"Aug 25, 2010 to Feb 23, 2011",,['Aniplex'],Aniplex of America,Brain's Base,Light novel,23 min. per ep.,R - 17+ (violence & profanity)
Hibike! Euphonium: Ensemble Contest-henSound! Euphonium: Ensemble Contest Arc,7.85,3942,863,5570,1,Finished Airing,"Aug 4, 2023",,"['Lantis', 'Heart Company']","None found, add some",Kyoto Animation,Novel,57 min.,PG-13 - Teens 13 or older
Hoozuki no Reitetsu 2nd Season: Sono NiHozuki's Coolheadedness 2: Part 2,7.85,11754,864,4054,13,Finished Airing,"Apr 8, 2018 to Jul 1, 2018",Spring 2018,['add some'],Sentai Filmworks,Studio Deen,Manga,23 min. per ep.,PG-13 - Teens 13 or older
K-On!!: Keikaku!K-On!!: Plan!,7.85,70989,865,1723,1,Finished Airing,"Mar 16, 2011",,"['Pony Canyon', 'Animation Do']",Sentai Filmworks,Kyoto Animation,Original,23 min.,PG-13 - Teens 13 or older
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. MovieAnohana: The Flower We Saw That Day The Movie,7.84,140368,866,813,1,Finished Airing,"Aug 31, 2013",,['Aniplex'],Aniplex of America,A-1 Pictures,Original,1 hr. 39 min.,PG-13 - Teens 13 or older
Hanasaku Iroha Movie: Home Sweet HomeHanasaku Iroha the Movie: Home Sweet Home,7.84,35121,867,2161,1,Finished Airing,"Mar 9, 2013",,"['Sotsu', 'Lantis', 'Infinite']","NIS America, Inc.",P.A. Works,Original,1 hr. 6 min.,PG-13 - Teens 13 or older
Hoozuki no Reitetsu OVA,7.84,7526,868,5041,4,Finished Airing,"Feb 23, 2015 to Mar 23, 2017",,['Starchild Records'],"None found, add some","Studio Deen,       Wit Studio",Manga,26 min. per ep.,PG-13 - Teens 13 or older
Jibaku Shounen Hanako-kunToilet-Bound Hanako-kun,7.84,284334,869,368,12,Finished Airing,"Jan 10, 2020 to Mar 27, 2020",Winter 2020,"['Square Enix', 'Studio Hibari', 'Pony Canyon', 'TBS', 'Half H.P Studio', 'Contents Seed']",Funimation,Lerche,Manga,24 min. per ep.,PG-13 - Teens 13 or older
K-On!: Live House!K-ON! Live House!,7.84,97589,870,1424,1,Finished Airing,"Jan 19, 2010",,"['Pony Canyon', 'Movic']","Bandai Entertainment,       Sentai Filmworks",Kyoto Animation,4-koma manga,23 min.,PG-13 - Teens 13 or older
Soul Eater,7.84,835043,871,63,51,Finished Airing,"Apr 7, 2008 to Mar 30, 2009",Spring 2008,"['TV Tokyo', 'Aniplex', 'Dentsu', 'Media Factory']",Funimation,Bones,Manga,23 min. per ep.,PG-13 - Teens 13 or older
Trigun Stampede,7.84,60836,872,1377,12,Finished Airing,"Jan 7, 2023 to Mar 25, 2023",Winter 2023,['TOHO'],"None found, add some",Orange,Manga,23 min. per ep.,PG-13 - Teens 13 or older
Undead Unluck,7.84,30301,873,1234,24,Currently Airing,"Oct 7, 2023 to Mar 2024",Fall 2023,"['TMS Entertainment', 'Mainichi Broadcasting System', 'Magic Capsule', 'Shueisha']","None found, add some",David Production,Manga,23 min. per ep.,R - 17+ (violence & profanity)
Urusei Yatsura 2: Beautiful DreamerUrusei Yatsura Movie 2: Beautiful Dreamer,7.84,8744,874,4792,1,Finished Airing,"Feb 11, 1984",,"['Kitty Films', 'Studio Kyuuma']","Central Park Media,       Discotek Media",Pierrot,Manga,1 hr. 37 min.,PG-13 - Teens 13 or older
Wan Sheng JieAll Saints Street,7.84,10005,875,4263,12,Finished Airing,"Apr 1, 2020 to May 27, 2020",,"['Tencent Penguin Pictures', 'Tianwen Kadokawa Animation & Comics']",Aniplex of America,"Fenz,       HMCH",Web manga,4 min. per ep.,PG-13 - Teens 13 or older
Yume-iro Pâtissière,7.84,39090,876,2307,50,Finished Airing,"Oct 4, 2009 to Sep 26, 2010",Fall 2009,"['Pierrot', 'Yomiuri Telecasting', 'DAX Production', 'Shueisha']",Maiden Japan,Studio Hibari,Manga,24 min. per ep.,G - All Ages
Yuusha-Ou GaoGaiGarKing of Braves GaoGaiGar,7.84,6243,877,4597,49,Finished Airing,"Feb 1, 1997 to Jan 31, 1998",Winter 1997,"['Victor Entertainment', 'Nagoya Broadcasting Network', 'Tokyu Agency']","Media Blasters,       Discotek Media",Sunrise,Original,25 min. per ep.,PG-13 - Teens 13 or older
Kaleido Star: Legend of Phoenix - Layla Hamilton MonogatariKaleido Star: Legend of Phoenix - The Layla Hamilton Story,7.84,6858,878,5432,1,Finished Airing,"Dec 11, 2005",,"['HAL Film Maker', 'GDH', 'MediaNet']",Funimation,Gonzo,Original,50 min.,PG - Children
Kono Subarashii Sekai ni Shukufuku wo! Kono Subarashii Choker ni Shukufuku wo!KonoSuba: God's Blessing on This Wonderful World! - God's Blessing on This Wonderful Choker!,7.84,256344,879,561,1,Finished Airing,"Jun 24, 2016",,['Half H.P Studio'],Discotek Media,Studio Deen,Light novel,23 min.,PG-13 - Teens 13 or older
Magi: Sinbad no Bouken (TV)Magi: Adventure of Sinbad,7.84,256517,880,460,13,Finished Airing,"Apr 16, 2016 to Jul 2, 2016",Spring 2016,"['Aniplex', 'Mainichi Broadcasting System', 'Shogakukan']","None found, add some",Lay-duce,Manga,24 min. per ep.,PG-13 - Teens 13 or older
Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin ToubatsuMushoku Tensei: Jobless Reincarnation - Eris the Goblin Slayer,7.84,87142,881,1399,1,Finished Airing,"Mar 16, 2022",,"['Frontier Works', 'TOHO animation', 'Hakuhodo DY Music & Pictures', 'BS11', 'Egg Firm', 'Kadokawa', 'GREE Entertainment']","None found, add some",Studio Bind,Light novel,23 min.,R - 17+ (violence & profanity)
Seihou Bukyou Outlaw StarOutlaw Star,7.84,62672,882,1463,24,Finished Airing,"Jan 9, 1998 to Jun 26, 1998",Winter 1998,"['Sotsu', 'Victor Entertainment']","Funimation,       Bandai Entertainment",Sunrise,Manga,25 min. per ep.,R+ - Mild Nudity
Kara no Kyoukai Movie 4: Garan no DouThe Garden of Sinners Chapter 4: The Hollow Shrine,7.83,129189,883,1104,1,Finished Airing,"May 24, 2008",,['Notes'],Aniplex of America,ufotable,Light novel,46 min.,R - 17+ (violence & profanity)
Michiko to HatchinMichiko & Hatchin,7.83,60645,884,1167,22,Finished Airing,"Oct 16, 2008 to Mar 19, 2009",Fall 2008,"['Media Factory', 'Shochiku', 'Yomiko Advertising', 'Fuji TV']",Funimation,Manglobe,Original,22 min. per ep.,R - 17+ (violence & profanity)
One Piece Film: RedOne Piece Film Red,7.83,87663,885,1444,1,Finished Airing,"Aug 6, 2022",,['add some'],Crunchyroll,Toei Animation,Manga,1 hr. 55 min.,PG-13 - Teens 13 or older
Planetarian: Hoshi no HitoPlanetarian: Storyteller of the Stars,7.83,15564,886,3090,1,Finished Airing,"Sep 3, 2016",,['Visual Arts'],Funimation,David Production,Visual novel,1 hr. 57 min.,PG-13 - Teens 13 or older
Seitokai Yakuindomo Movie,7.83,24737,887,2764,1,Finished Airing,"Jul 21, 2017",,"['KlockWorx', 'Glovision', 'King Records']",Sentai Filmworks,GoHands,4-koma manga,1 hr.,R - 17+ (violence & profanity)
Sekaiichi Hatsukoi 2Sekai Ichi Hatsukoi - World's Greatest First Love 2,7.83,89618,888,1452,12,Finished Airing,"Oct 8, 2011 to Dec 24, 2011",Fall 2011,"['Lantis', 'Kadokawa Shoten', 'AT-X', 'KlockWorx']",Funimation,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older
91 Days,7.83,325110,889,275,12,Finished Airing,"Jul 9, 2016 to Oct 1, 2016",Summer 2016,"['Shochiku', 'Mainichi Broadcasting System', 'Shochiku Music Publishing']","Funimation,       Crunchyroll",Shuka,Original,24 min. per ep.,R - 17+ (violence & profanity)
Beastars,7.83,521840,890,208,12,Finished Airing,"Oct 10, 2019 to Dec 26, 2019",Fall 2019,"['Movic', 'Fuji TV', 'Bandai', 'TOHO', 'BS Fuji', 'TOHO animation', 'Q-Tec', 'Akita Shoten', 'Hakuhodo DY Media Partners', 'Bandai Spirits', 'Toho Music']","None found, add some",Orange,Manga,22 min. per ep.,R - 17+ (violence & profanity)
Break Blade Movie 4: Sanka no ChiBroken Blade 4,7.83,34756,891,2821,1,Finished Airing,"Oct 30, 2010",,['KlockWorx'],Sentai Filmworks,"Production I.G,       Xebec",Manga,49 min.,R - 17+ (violence & profanity)
Douluo Dalu II: Jueshi TangmenSoul Land 2: The Peerless Tang Clan,7.83,568,892,10593,52,Currently Airing,"Jun 24, 2023 to ?",,"['Tencent Penguin Pictures', 'Xuanshi Tangmen']","None found, add some",Sparkly Key Animation Studio,Web novel,20 min. per ep.,PG-13 - Teens 13 or older
Gekkan Shoujo Nozaki-kunMonthly Girls' Nozaki-kun,7.83,501056,893,171,12,Finished Airing,"Jul 7, 2014 to Sep 22, 2014",Summer 2014,"['TV Tokyo', 'Frontier Works', 'Media Factory', 'AT-X', 'Sony Music Communications']",Sentai Filmworks,Doga Kobo,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older
Grisaia no Meikyuu: Caprice no Mayu 0The Labyrinth of Grisaia: The Cocoon of Caprice 0,7.83,135946,894,1031,1,Finished Airing,"Apr 12, 2015",,"['Frontier Works', 'NBCUniversal Entertainment Japan', 'Front Wing']",Sentai Filmworks,8bit,Visual novel,47 min.,R+ - Mild Nudity
Haikyuu!! Riku vs. KuuHaikyu!! Land vs. Air,7.83,169687,895,802,2,Finished Airing,"Jan 22, 2020",,"['Dentsu', 'Mainichi Broadcasting System', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",Sentai Filmworks,Production I.G,Manga,22 min. per ep.,PG-13 - Teens 13 or older
Hidamari Sketch x 365,7.83,15833,896,3848,13,Finished Airing,"Jul 4, 2008 to Sep 26, 2008",Summer 2008,"['Aniplex', 'Lantis', 'TBS', 'Movic', 'Houbunsha']",Sentai Filmworks,Shaft,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older
Id:Invaded,7.83,151606,897,635,13,Finished Airing,"Jan 6, 2020 to Mar 23, 2020",Winter 2020,"['Toei Animation', 'BS11', 'Kadokawa Media House', 'NTT Plala', 'Kadokawa', 'Anima&Co.']",Funimation,NAZ,Original,24 min. per ep.,R - 17+ (violence & profanity)
