Title,Score,Vote,Ranked,Popularity,Members,Favorite,Volumes,Chapters,Status,Published,Genres,Themes,Demographics,Serialization,Author
Bremen,7.40,2022,3707,4515,"4,305",89,9,82,Finished,"Dec  14, 1999 to Sep  11, 2001",[],[],['Shounen'],Shounen Jump (Weekly),"Umezawa, Haruto (Story & Art)"
Matantei Loki,7.40,1069,3708,6413,"2,924",54,7,34,Finished,"Jan  12, 1999 to Nov  12, 2001","['Comedy', 'Fantasy', 'Mystery', 'Romance', 'Supernatural']",[],['Shounen'],Shounen Gangan,"Kinoshita, Sakura (Story & Art)"
R.O.D:  (Read or Dream),7.40,781,3709,8389,"2,111",48,4,32,Finished,"Oct  19, 2002 to May  19, 2005","['Action', 'Comedy', 'Drama']",[],['Seinen'],Ultra Jump,"Kurata, Hideyuki (Story), Ayanaga, Ran (Art)"
Tetsuwan Atom (Astro Boy),7.39,2146,3826,2255,"8,634",146,21,85,Finished,Apr  1951 to Mar  1968,"['Adventure', 'Sci-Fi']",[],['Shounen'],Shounen,"Tezuka, Osamu (Story & Art)"
Shion no Ou: The Flowers of Hard Blood.,7.40,919,3710,6649,"2,811",15,8,50,Finished,"Mar  25, 2004 to Apr  25, 2008","['Drama', 'Mystery']",[],['Seinen'],Afternoon,"Katori, Masaru (Story), Ando, Jiro (Art)"
Oyayubihime Infinity,7.40,695,3711,8654,"2,022",7,6,30,Finished,"2004 to May  16, 2006","['Comedy', 'Romance', 'Supernatural']",[],['Shoujo'],Princess,"Fujieda, Toru (Story & Art)"
Bloody Kiss,7.40,10039,3712,940,"18,816",245,2,8,Finished,"Oct  20, 2005 to Jun  20, 2007","['Drama', 'Romance', 'Supernatural']","['School', 'Vampire']",['Shoujo'],Hana to Yume,"Furumiya, Kazuko (Story & Art)"
Endou Hiroki u (Tanpenshu),7.40,1882,3713,3723,"5,335",38,2,8,Finished,"Dec  25, 1995 to Feb  10, 2001","['Drama', 'Sci-Fi', 'Slice of Life']",[],['Seinen'],Afternoon,"Endo, Hiroki (Story & Art)"
Sundome,7.40,17202,3714,365,"44,462","1,163",8,76,Finished,"Nov  20, 2006 to Nov  20, 2009","['Comedy', 'Drama', 'Romance', 'Ecchi']","['Psychological', 'School']",['Seinen'],Young Champion Magazine,"Okada, Kazuto (Story & Art)"
Captain Tsubasa: Golden-23,7.40,996,3715,8938,"1,935",17,12,113,Finished,2005 to  2009,"['Drama', 'Sports']",[],['Seinen'],Young Jump,"Takahashi, Yoichi (Story & Art)"
Hanaotoko,7.40,536,3716,8051,"2,224",32,3,40,Finished,1991 to  1992,"['Comedy', 'Drama', 'Slice of Life']",[],['Seinen'],Big Comic Spirits,"Matsumoto, Taiyou (Story & Art)"
Lucky Star Pocket Travelers,7.40,975,3717,7119,"2,582",32,1,7,Finished,"Nov  26, 2007 to  2008","['Adventure', 'Comedy', 'Fantasy']",[],['Shounen'],Comp Ace,"Yoshimizu, Kagami (Story), Akariryuryuha (Art)"
Honey & Honey: Onnanoko Doushi no Love Couple,7.40,603,3718,10399,"1,599",15,2,34,Finished,Apr  2006 to Feb  2007,"['Girls Love', 'Slice of Life']",[],['Josei'],None,"Takeuchi, Sachiko (Story & Art)"
Renri no Eda,7.40,843,3719,10546,"1,566",7,1,4,Finished,"Apr  7, 2006","['Drama', 'Romance']",[],[],Flower Comics Special,"Toda, Megumi (Story & Art)"
Koi*Oto,7.40,503,3720,9993,"1,689",5,5,20,Finished,2007 to  2009,[],[],['Shoujo'],Betsucomi,"Usami, Maki (Story & Art)"
Togainu no Chi,7.40,648,3721,7096,"2,595",41,1,4,Finished,2005 to  2008,"['Action', 'Drama', 'Sci-Fi']",[],['Shoujo'],Biblos,"Yamamoto, Kana (Art), Nitroplus (Story)"
Honoo no Mirage,7.40,128,3722,16327,826,13,40,Unknown,Finished,"Nov  2, 1990 to Apr  27, 2004","['Action', 'Boys Love', 'Drama', 'Fantasy', 'Romance', 'Supernatural']","['Historical', 'Mythology', 'Samurai']",['Shoujo'],None,"Hamada, Shoko (Art), Kuwabara, Mizuna (Story), Toujou, Kazumi (Art)"
The Prince's Cactus,7.40,2582,3723,4008,"4,944",48,2,9,Finished,2008 to  2009,"['Drama', 'Romance']",[],['Shoujo'],None,"Misha (Art), Xu Ci (Story)"
Emma,7.40,153,3724,18845,653,16,2,Unknown,Finished,"Mar  22, 2005 to Oct  29, 2005","['Romance', 'Slice of Life']",[],[],None,"Mori, Kaoru (Art), Kumi, Saori (Story)"
Sakura-hime Kaden (Sakura Hime: The Legend of Princess Sakura),7.40,4728,3725,1509,"12,729",244,12,55,Finished,"Dec  1, 2008 to Dec  1, 2012","['Action', 'Drama', 'Fantasy', 'Romance']","['Historical', 'Mythology']",['Shoujo'],Ribon Magazine,"Tanemura, Arina (Story & Art)"
Kongou Banchou,7.40,3495,3726,1995,"9,531",119,12,115,Finished,"Oct  24, 2007 to Mar  10, 2010","['Action', 'Comedy', 'Supernatural']",[],['Shounen'],Shounen Sunday,"Suzuki, Nakaba (Story & Art)"
Katakoi Triangle,7.40,2560,3727,3645,"5,439",21,2,10,Finished,"Feb  9, 2008 to Aug  10, 2009",[],[],['Shoujo'],LaLa DX,"Amano, Shinobu (Story & Art)"
Ane Doki,7.40,19140,3728,495,"34,078",592,3,26,Finished,"Jul  6, 2009 to Jan  18, 2010","['Comedy', 'Romance', 'Ecchi']",[],['Shounen'],Shounen Jump (Weekly),"Kawashita, Mizuki (Story & Art)"
Coppelion,7.40,2077,3729,2102,"9,190",151,26,226,Finished,"Jun  9, 2008 to Feb  20, 2016","['Action', 'Drama', 'Sci-Fi']",[],['Seinen'],Young Magazine (Weekly),"Inoue, Tomonori (Story & Art)"
Migawari Hakushaku no Bouken,7.40,1555,3730,4687,"4,134",16,6,32,Finished,"Jun  10, 2008 to Feb  24, 2012","['Adventure', 'Drama', 'Mystery', 'Romance']","['Crossdressing', 'Historical']",['Shoujo'],Beans Ace,"Shibata, Isuzu (Art), Seike, Mimori (Story)"
Outbreak Company: Moeru Shinryakusha (Outbreak Company: The Power of Moe),7.40,349,3699,6951,"2,657",16,18,75,Finished,"Dec  2, 2011 to Aug  2, 2017","['Comedy', 'Fantasy']",[],['Shounen'],None,"Sakaki, Ichirou (Story), Yuugen (Art)"
Kurosaki-kun no Iinari ni Nante Naranai (Defying Kurosaki-kun),7.40,4428,3700,1164,"15,600",255,19,88,Finished,"Jan  11, 2014 to Oct  13, 2021","['Drama', 'Romance']",[],['Shoujo'],Bessatsu Friend,Makino (Story & Art)
Seishun Otome Banchou! (Queen Bee!),7.40,2791,3701,2760,"7,181",55,3,13,Finished,"Jul  21, 2012 to Jan  11, 2014","['Comedy', 'Romance']",[],['Shoujo'],Bessatsu Friend,"Seino, Shizuru (Story & Art)"
White Album 2,7.40,185,3702,12418,"1,253",22,4,23,Finished,"Jul  11, 2013 to Oct  22, 2015","['Drama', 'Romance']",[],[],GA Bunko Magazine,"Maruto, Fumiaki (Story), 2C=Galore (Story & Art)"
Rurouni Kenshin Uramaku: Honoo wo Suberu,7.40,894,3703,8153,"2,192",28,1,8,Finished,"Jul  4, 2014 to Sep  4, 2014",[],"['Detective', 'Historical', 'Samurai']",['Shounen'],Jump SQ.,"Watsuki, Nobuhiro (Story & Art), Kurosaki, Kaoru (Story)"
Barairo no Yakusoku,7.40,631,3704,6898,"2,681",11,Unknown,Unknown,Publishing,"Dec  24, 2014 to ?",[],[],['Shoujo'],Cheese!,"Miyasaka, Kaho (Story & Art)"
Yomi no Tsugai (Daemons of the Shadow Realm),7.40,2186,3742,1547,"12,554",94,Unknown,Unknown,Publishing,"Dec  10, 2021 to ?","['Action', 'Adventure', 'Supernatural']",[],['Shounen'],Shounen Gangan,"Arakawa, Hiromu (Story & Art)"
"Kanojo ga Senpai ni NTR-reta node, Senpai no Kanojo wo NTR-masu",7.40,403,3743,9337,"1,838",63,Unknown,Unknown,Publishing,"Dec  1, 2021 to ?","['Comedy', 'Romance']",[],[],None,"Kagawa, Ichigo (Art), Shinden, Mihiro (Story)"
Kedamono Arashi: Hold Me Baby! (Beast's Storm: Hold Me Baby!),7.40,327,3744,18065,701,1,1,6,Finished,"Aug  7, 2020 to Dec  7, 2020","['Boys Love', 'Fantasy', 'Slice of Life']",[],[],GUSH,"Kuroi, Morry (Story & Art)"
It's Mine,7.40,1550,3745,5983,"3,147",55,Unknown,158,Finished,"May  8, 2018 to Aug  11, 2021",[],[],[],Naver Webtoon,Lucks (Story & Art)
The Return of the Disaster-Class Hero,7.40,4458,3746,1350,"14,042",98,Unknown,Unknown,Publishing,"Dec  23, 2021 to ?","['Action', 'Fantasy']",[],[],KakaoPage,"Sanji Jiksong (Story), Lee, Beomgeun (Art)"
Charming the Duke of the North,7.40,740,3747,6105,"3,077",12,Unknown,Unknown,Publishing,"May  8, 2022 to ?","['Fantasy', 'Romance']",[],[],Naver Webtoon,"Ju, Siha (Story), Eunhasu (Art)"
The Player Hides His Past,7.40,680,3748,6586,"2,840",15,Unknown,Unknown,Publishing,"Jun  16, 2023 to ?","['Action', 'Fantasy']","['Adult Cast', 'Video Game']",[],Naver Webtoon,"Bethes (Story), Binukki (Art)"
Akazukin no Ookami Deshi (Red Riding Hood's Wolf Apprentice),7.40,372,3731,9967,"1,695",9,3,15,Finished,"Sep  8, 2017 to Dec  7, 2018",[],[],['Shounen'],Bessatsu Shounen Magazine,"Mogi, Sayaka (Story & Art)"
Getsuyoubi no Tomodachi,7.40,436,3732,11924,"1,316",33,2,8,Finished,"May  22, 2017 to Dec  11, 2017",[],[],['Seinen'],Big Comic Spirits,"Abe, Tomomi (Story & Art)"
Taimashi to Akuma-chan,7.40,1924,3733,3143,"6,323",58,4,60,Finished,"Mar  27, 2018 to Mar  27, 2020","['Comedy', 'Fantasy']",[],[],Dengeki Daioh,"Tonami, Shou (Story & Art)"
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita (Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside)",7.40,668,3734,5251,"3,652",35,Unknown,Unknown,Publishing,"Jun  1, 2018 to ?","['Adventure', 'Fantasy', 'Romance']",[],[],None,"Yasumo (Art), Zappon (Story)"
Kono Kamen no Akuma ni Soudan wo!,7.40,481,3735,11106,"1,454",6,2,12,Finished,"Feb  27, 2018 to Jan  26, 2019","['Comedy', 'Fantasy']",[],['Seinen'],Comic Alive,"Akatsuki, Natsume (Story), Somemiya, Suzume (Art)"
Nana to Kaoru: Last Year,7.41,1038,3648,6125,"3,066",38,5,31,Finished,"Nov  29, 2018 to Oct  29, 2021","['Comedy', 'Romance', 'Ecchi']",[],[],Harem,"Amazume, Ryuta (Story & Art)"
Who Invited You?,7.40,844,3736,9062,"1,904",26,5,Unknown,Finished,"Jul  13, 2016 to Nov  15, 2017","['Comedy', 'Drama', 'Romance']",[],[],Daum Webtoon,"Lee, Yun-hee (Story & Art)"
Yuan Zun (Dragon Prince Yuan),7.40,1114,3737,5596,"3,411",42,Unknown,Unknown,Publishing,"Dec  4, 2017 to ?","['Action', 'Adventure', 'Fantasy']",[],[],None,"Dr. Daji (Art), Li, Hu (Story)"
Bishounen Series (Pretty Boy Detective Club),7.40,175,3738,11269,"1,427",29,12,Unknown,Finished,"Oct  20, 2015 to May  14, 2021",[],"['School', 'Visual Arts']",[],None,"NISIO, ISIN (Story), Kinako (Art)"
"Ashita, Watashi wa Dareka no Kanojo (Tomorrow I Will Be Someone's Girlfriend)",7.40,704,3739,5637,"3,376",97,Unknown,Unknown,Publishing,"May  3, 2019 to ?","['Award Winning', 'Drama']",[],[],Cycomics,"Wono, Hinao (Story & Art)"
"Ima, Koi wo Shiteimasu. (Ima Koi: Now I'm in Love)",7.40,1333,3740,3184,"6,255",72,9,37,Finished,"Dec  13, 2019 to Jan  13, 2023",[],[],['Shoujo'],Bessatsu Margaret,"Hatta, Ayuko (Story & Art)"
Tsukanoma no Ichika (A Brief Moment of Ichika),7.40,519,3741,9646,"1,764",26,3,31,Finished,"Jul  26, 2019 to Mar  26, 2021","['Drama', 'Romance']",[],[],Palcy,"Tadano, Natsu (Story & Art)"
Kokoro ga Sakebitagatterunda.,7.40,362,3673,7535,"2,414",17,4,28,Finished,"Jul  8, 2015 to Jul  13, 2016","['Drama', 'Romance', 'Supernatural']",[],[],Ura Sunday,"Akui, Makoto (Art)"
La La La,7.40,122,3674,24189,409,6,10,93,Finished,"Dec  7, 2012 to Jun  18, 2021","['Comedy', 'Romance', 'Slice of Life', 'Ecchi']",[],['Seinen'],Young Gangan,"Kindaichi, Renjuurou (Story & Art)"
"Takane no Hana nara Ochitekoi!! (Lofty Flower, Fall for Me!!)",7.40,2025,3675,2082,"9,254",49,8,72,Finished,"Sep  3, 2015 to Jun  20, 2019","['Comedy', 'Romance']",[],[],Gangan Online,"Natsume, Ayano (Story & Art)"
Bungo,7.40,802,3676,7359,"2,484",40,Unknown,Unknown,Publishing,"Dec  18, 2014 to ?",[],[],['Seinen'],Young Jump,"Ninomiya, Yuuji (Story & Art)"
Monster Musume no Iru Nichijou 4-koma Anthology (Monster Musume: I ♥ Monster Girls),7.40,747,3677,6063,"3,102",39,Unknown,Unknown,Publishing,"Aug  12, 2015 to ?","['Comedy', 'Fantasy']",[],[],None,"Nobuyoshi, Samurai (Story & Art), Shiraha, Mato (Story & Art), Horitomo (Story & Art), Shidou, Mayuru (Story & Art), AHOBAKA (Story & Art), Tottori, Sakyuu (Story & Art), Z-ton (Story & Art), Cool-kyou Shinja (Story & Art), Kanemaki, Tomasu (Story & Art), nenemaru (Story & Art), Shake O (Story & Art), Advenchara (Story & Art), Kurokawa, Otogi (Story & Art), 7010 (Story & Art), Hinoshika, Tamon (Story & Art), U-temo (Story & Art), 221 (Story & Art), Tsunamino, Yuu (Story & Art), Yamato, Nadeshiko (Story & Art)"
Zettai ni Hatarakitakunai Dungeon Master ga Damin wo Musaboru made (Lazy Dungeon Master),7.40,837,3678,5888,"3,208",36,17,136,Finished,"Apr  25, 2016 to Jun  25, 2022","['Adventure', 'Comedy', 'Fantasy']",[],[],None,"Youta (Art), Onikage, Spanner (Story)"
Toki,7.40,197,3679,14795,967,20,Unknown,Unknown,Publishing,"Jun  25, 2016 to ?",[],"['School', 'Strategy Game']",['Seinen'],Big Gangan,Mekimeki (Story & Art)
Emperor to Issho (The Emperor and I),7.40,1973,3680,4232,"4,629",67,4,43,Finished,"Oct  28, 2015 to Jul  12, 2017","['Comedy', 'Slice of Life']",[],['Shounen'],Shounen Jump+,mato (Story & Art)
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,7.40,220,3681,9393,"1,824",22,13,79,Finished,"Aug  20, 2016 to Mar  19, 2020","['Comedy', 'Romance']",[],[],None,"Gintarou (Art), Ebisu, Seiji (Story)"
Sounan desu ka? (Are You Lost?),7.40,1544,3682,3155,"6,304",67,10,128,Finished,"Jan  7, 2017 to Mar  7, 2022",[],[],['Seinen'],Young Magazine (Weekly),"Sagara, Riri (Art), Okamoto, Kentarou (Story)"
Isekai Tensei Soudouki,7.39,296,3772,13487,"1,109",12,Unknown,Unknown,Publishing,"Mar  4, 2014 to ?","['Action', 'Fantasy']","['Isekai', 'Reincarnation']",[],None,"Takami, Ryousen (Story), Ririnra (Art)"
Nisemonogatari Short Stories,7.39,430,3773,11259,"1,429",5,Unknown,4,Finished,"Sep  27, 2012","['Comedy', 'Romance', 'Supernatural']",[],[],None,"NISIO, ISIN (Story)"
Jashin Average (Average of Evil Gods),7.39,414,3774,12939,"1,175",12,3,21,Finished,"Sep  7, 2015 to May  25, 2016","['Comedy', 'Fantasy']",[],[],None,"Yuzuki, Kihiro (Art), Kitaseno, Yunaki (Story)"
Ane Naru Mono (The Elder Sister-Like One),7.39,9567,3775,462,"36,457",606,Unknown,Unknown,Publishing,"Mar  30, 2016 to ?","['Horror', 'Romance', 'Supernatural', 'Ecchi']",[],[],Dengeki G's Comic,"Iida, Pochi. (Story & Art)"
Ne Ne Ne,7.39,6801,3776,1336,"14,192",120,1,7,Finished,"Jul  12, 2016 to Aug  12, 2017","['Comedy', 'Romance', 'Slice of Life', 'Supernatural']",[],['Shounen'],Shounen Gangan,"Hagiwara, Daisuke (Art), Otousan (Story)"
Sword Art Online Alternative: Clover's Regret,7.39,179,3777,14847,961,13,3,14,Finished,"Jun  10, 2016 to Aug  10, 2018","['Action', 'Adventure', 'Sci-Fi']",[],[],Dengeki Bunko Magazine,"Ginta (Art), Watase, Souichirou (Story)"
Tatoe Todokanu Ito da toshitemo (If I Could Reach You),7.39,4882,3778,1320,"14,338",277,7,37,Finished,"Nov  18, 2016 to Oct  17, 2020","['Drama', 'Girls Love']",[],[],Comic Yuri Hime,tMnR (Story & Art)
Xun Zhao Qian Shi Zhi Lu,7.39,153,3779,18729,660,22,Unknown,Unknown,Publishing,Jun  2013 to ?,"['Adventure', 'Romance', 'Supernatural']",[],['Shoujo'],None,Jinyu (Art)
Sousei no Taiga (Taiga of Genesis),7.39,1748,3780,3338,"6,000",47,Unknown,Unknown,Publishing,"Mar  28, 2017 to ?",[],"['Historical', 'Survival', 'Time Travel']",['Seinen'],Evening,"Mori, Kouji (Story & Art)"
Mobuko no Koi (A Side Character's Love Story),7.39,1231,3781,3243,"6,158",39,Unknown,Unknown,Publishing,"Mar  25, 2017 to ?","['Drama', 'Romance']","['Gag Humor', 'School']",['Seinen'],Comic Zenon,"Tamura, Akane (Story & Art)"
"Senpai! Imakara Kokurimasu! (I'll Win You Over, Sempai!)",7.39,1117,3782,5355,"3,569",33,5,30,Finished,"Jan  12, 2016 to May  1, 2019","['Comedy', 'Romance']",[],['Shoujo'],Nakayoshi,"Shinmoto, Shin (Story & Art)"
Lord El-Melloi II-sei no Jikenbo (Lord El-Melloi II Case Files),7.39,330,3783,8435,"2,097",18,Unknown,Unknown,Publishing,"Oct  4, 2017 to ?","['Fantasy', 'Mystery', 'Supernatural']",[],['Seinen'],Young Ace,"Saiki, Keita (Art), Sanda, Makoto (Story)"
Genei wo Kakeru Taiyou,7.39,130,3759,19221,632,4,4,16,Finished,"Jun  27, 2013 to Feb  20, 2014",[],[],[],Gangan Online,"Katou, Kouki (Art)"
Vampire Knight: Flail no Yume (Vampire Knight: Fleeting Dreams),7.39,396,3760,9174,"1,877",17,1,6,Finished,"Nov  5, 2013","['Romance', 'Supernatural']",[],['Shoujo'],None,"Hino, Matsuri (Art), Fujisaki, Ayuna (Story)"
Mind Game,7.39,192,3761,9654,"1,761",9,3,15,Finished,1994 to  1996,"['Adventure', 'Comedy', 'Romance']","['Adult Cast', 'Psychological']",[],None,"Nishi, Robin (Story & Art)"
Haikyuu!! Shousetsu-ban!!,7.39,148,3762,10097,"1,666",13,Unknown,Unknown,Publishing,"Jun  4, 2013 to ?",[],"['School', 'Team Sports']",['Shounen'],None,"Furudate, Haruichi (Art), Hoshi, Kiyoko (Story)"
Reincarnation no Kaben (Petals of Reincarnation),7.39,3001,3763,1511,"12,720",168,Unknown,Unknown,Publishing,"May  30, 2014 to ?","['Action', 'Mystery', 'Supernatural']",[],[],Blade Online,"Konishi, Mikihisa (Story & Art)"
Doraemon Game Comic: The☆Doraemons,7.39,266,3764,22092,489,3,6,Unknown,Finished,1991 to  2001,"['Adventure', 'Comedy']",[],['Kids'],CoroCoro Comic,"Tanaka, Michiaki (Story & Art)"
Selector Infected WIXOSS: Peeping Analyze,7.39,309,3765,15330,916,35,2,11,Finished,"Jul  19, 2014 to May  19, 2015",[],"['Psychological', 'Strategy Game']",['Seinen'],Ultra Jump,"Okada, Mari (Story), Suzuki, Manatsu (Art)"
"Tokyo Ghoul: ""Jack"" (Tokyo Ghoul [Jack])",7.39,14792,3766,559,"30,387",220,1,7,Finished,Aug  2013 to Sep  2013,"['Action', 'Fantasy', 'Horror']",[],['Seinen'],Jump LIVE,"Ishida, Sui (Story & Art)"
Kominato Ryousuke Special Bangai-hen: Face,7.39,273,3767,18686,663,9,Unknown,1,Finished,"May  14, 2014",[],[],['Shounen'],Shounen Magazine (Weekly),"Terajima, Yuuji (Story & Art)"
Madoromi-chan ga Iku. (Go!Go! Madoromi-chan.),7.39,2179,3768,3179,"6,263",42,2,24,Finished,"Feb  26, 2013 to Jun  30, 2016","['Comedy', 'Slice of Life']",[],['Seinen'],Dengeki Moeoh,namo (Story & Art)
Ashi-Girl,7.39,421,3769,9384,"1,826",38,16,120,Finished,"Nov  28, 2011 to Dec  27, 2021","['Comedy', 'Romance']","['Historical', 'Time Travel']",['Josei'],Cocohana,"Morimoto, Kozueko (Story & Art)"
Saenai Heroine no Sodatekata: Girls Side,7.39,142,3770,15120,935,6,3,32,Finished,"Feb  20, 2015 to Jun  20, 2017",[],[],[],Dragon Magazine,"Misaki, Kurehito (Art), Maruto, Fumiaki (Story)"
Seifuku no Vampiress Lord,7.39,1428,3771,5005,"3,854",43,3,28,Finished,"Aug  22, 2014 to Apr  22, 2017","['Comedy', 'Romance']",[],['Shounen'],Gangan Joker,"Matsumoto, Tomoki (Story & Art)"
Kunisaki Izumo no Jijou,7.39,924,3784,6871,"2,692",13,19,190,Finished,"Jan  13, 2010 to Mar  26, 2014",[],"['Crossdressing', 'Harem', 'Performing Arts', 'School']",['Shounen'],Shounen Sunday,"Hirakawa, Aya (Story & Art)"
My Hero!,7.39,2251,3785,4301,"4,537",19,2,8,Finished,"Jun  13, 2009 to Mar  13, 2010","['Comedy', 'Romance']",[],['Shoujo'],Bessatsu Friend,"Kumaoka, Fuyu (Story & Art)"
Anata ni Hana wo Sasagemashou,7.39,2577,3786,3803,"5,222",23,4,20,Finished,2009 to ?,"['Romance', 'Supernatural']",[],['Josei'],Petit Comic,"Ohmi, Tomu (Story & Art)"
K-On! Anthology Comic,7.39,868,3787,5761,"3,283",59,5,77,Finished,"Nov  27, 2009 to Sep  27, 2011","['Comedy', 'Slice of Life']","['CGDCT', 'Music', 'School']",[],None,"Tamaoki, Benkyou (Story & Art), Iwami, Shouko (Story & Art), Imusanjo (Story & Art), kashmir (Story & Art), Mikage (Story & Art), Daioki (Story & Art), Haruna, Mao (Story & Art), Moriki, Takeshi (Story & Art), Sanada, Ikki (Story & Art), Kazuho (Story & Art), Bakutendou (Story & Art), Arai, Cherry (Story & Art), Mizu, Asato (Story & Art), Komusou (Story & Art), Purapa (Story & Art), Hara, Yui (Story & Art), Kobayashi, Tetsurou (Story & Art), Kobayashi, Tetsuya (Story & Art), Nagumo. (Story & Art), Konishi, Aki (Story & Art), Suzushiro, Seri (Story & Art), Sakayama, Shinta (Story & Art), Hiro (Story & Art), Shima, Tokio (Story & Art), Serebi, Ryousangata (Story & Art), Tamaoka, Kagari (Story & Art), Sakura, Hanpen (Story & Art), Arata, Iri (Story & Art), Shiba, Yuusuke (Story & Art), Mikami, Komata (Story & Art), Take, Shinobu (Story & Art), Gengorou (Story & Art), Koi (Story & Art), Tachi (Story & Art), Matsuda, Shima (Story & Art), Kinniku☆Tarou (Story & Art), Hota. (Story & Art), Yoshimura, Kana (Story & Art), Yuzuki, Gao (Story & Art), Nekotoufu (Story & Art), ms (Story & Art), Kanikama (Story & Art), Kounosu, Satori (Story & Art), Usume, Shirou (Story & Art), Harukaze, Mika (Story & Art), Hoppege (Story & Art), Kito (Story & Art), Shirayuki, Shion (Story & Art), Araki, Fuu (Story & Art), Nonohara, Chiki (Story & Art), Hashimoto, Shin (Story & Art), Yatosaki, Haru (Story & Art), Nishiuri, Warito (Story & Art), Mitsuki, Meia (Story & Art), Dasoku, Sentarou (Story & Art)"
Zero no Tsukaima Chevalier (Zero's Familiar: Chevalier),7.39,976,3788,5581,"3,422",23,4,27,Finished,"Jan  27, 2010 to Mar  27, 2013","['Action', 'Comedy', 'Romance', 'Ecchi']","['Isekai', 'School']",['Seinen'],Comic Alive,"Yamaguchi, Noboru (Story), Higa, Yukari (Art)"
Usotsuki Mii-kun to Kowareta Maa-chan,7.39,290,3789,10665,"1,543",12,11,61,Finished,"Jun  9, 2007 to Jun  9, 2017","['Mystery', 'Romance']",[],[],None,"Iruma, Hitoma (Story), Hidari (Art)"
Hentai Ouji to Warawanai Neko. (The Hentai Prince and Stony Cat),7.39,4647,3790,1256,"14,862",110,8,52,Finished,"Apr  27, 2011 to Feb  27, 2018","['Comedy', 'Romance', 'Ecchi']",[],['Seinen'],Comic Alive,"Sagara, Sou (Story), Okomeken (Art)"
Kagami no Kuni no Harisugawa,7.39,11810,3791,827,"21,247",187,3,29,Finished,"Jul  11, 2011 to Feb  13, 2012","['Comedy', 'Romance', 'Supernatural', 'Ecchi']",[],['Shounen'],Shounen Jump (Weekly),"Kano, Yasuhiro (Story & Art)"
Ryuu no Michi,7.39,368,3792,12386,"1,258",19,8,28,Finished,"Mar  5, 1969 to Nov  25, 1970","['Action', 'Adventure', 'Sci-Fi']",[],['Shounen'],Shounen Magazine (Weekly),"Ishinomori, Shoutarou (Story & Art)"
Kuutei Kaiko Toshi,7.39,279,3793,9120,"1,890",4,4,16,Finished,"Apr  28, 2010 to Nov  14, 2015","['Adventure', 'Fantasy', 'Sci-Fi']",[],['Shoujo'],Rinka,"Ishizue, Kachiru (Story & Art)"
Tari Tari,7.39,552,3794,9130,"1,888",11,2,7,Finished,"May  22, 2012 to Oct  22, 2012","['Comedy', 'Drama', 'Romance']","['Music', 'School']",['Shounen'],Gangan Joker,"Kagisora, Tomiyaki (Art), Evergreen (Story), Naomura, Tooru (Story)"
"Yome ga Kore na mon de. (Oh, My Sweet Alien!)",7.39,3398,3795,2905,"6,829",55,2,13,Finished,"Apr  15, 2009 to Jul  15, 2015","['Comedy', 'Romance', 'Sci-Fi', 'Slice of Life']",[],['Seinen'],Fellows!,"Miyata, Kouji (Story & Art)"
Itou Junji Kyoufu Manga Collection: Michi no Nai Machi,7.39,3203,3796,2797,"7,090",26,1,5,Finished,Apr  2000,"['Drama', 'Horror', 'Supernatural', 'Suspense']",[],['Seinen'],Hontou ni Atta Kowai Hanashi,"Itou, Junji (Story & Art)"
Koukaku Kidoutai: Arise - Sleepless Eye,7.39,304,3797,10204,"1,642",18,7,42,Finished,"Mar  13, 2013 to Jun  20, 2016","['Action', 'Drama', 'Sci-Fi']",[],['Seinen'],Young Magazine (Monthly),"Fujisaku, Junichi (Story), Ooyama, Takumi (Art)"
Boukyaku no Shirushi to Hime,7.39,605,3798,8989,"1,922",12,7,41,Finished,"Nov  26, 2011 to Sep  20, 2014","['Comedy', 'Fantasy', 'Romance']",[],['Shoujo'],Hana to Yume,"Sou, Tsukarou (Story & Art)"
Juu Ou Sei (Jyu-Oh-Sei),7.39,330,3822,10478,"1,582",15,5,16,Finished,1993 to  2003,"['Action', 'Drama', 'Sci-Fi']",[],['Shoujo'],LaLa,"Itsuki, Natsumi (Story & Art)"
